Approved symbol,Approved name,Status,Chromosome,Ensembl gene ID,Mitochondria,chr,arm,pos
MIR890,microRNA 890,Approved,Xq27.3,ENSG00000216075,no,X,q,27.3
MIR891A,microRNA 891a,Approved,Xq27.3,ENSG00000216056,no,X,q,27.3
MIR891B,microRNA 891b,Approved,Xq27.3,ENSG00000216064,no,X,q,27.3
MIR892A,microRNA 892a,Approved,Xq27.3,ENSG00000215943,no,X,q,27.3
MIR892B,microRNA 892b,Approved,Xq27.3,ENSG00000216098,no,X,q,27.3
MTND1P33,MT-ND1 pseudogene 33,Approved,Xq27.3,ENSG00000235539,no,X,q,27.3
MTND2P39,MT-ND2 pseudogene 39,Approved,Xq27.3,ENSG00000230130,no,X,q,27.3
PGBD4P6,piggyBac transposable element derived 4 pseudogene 6,Approved,Xq27.3,ENSG00000226064,no,X,q,27.3
RN7SKP81,RN7SK pseudogene 81,Approved,Xq27.3,ENSG00000202473,no,X,q,27.3
RN7SKP149,RN7SK pseudogene 149,Approved,Xq27.3,ENSG00000199878,no,X,q,27.3
RN7SKP189,RN7SK pseudogene 189,Approved,Xq27.3,ENSG00000201912,no,X,q,27.3
RNA5SP517,"RNA, 5S ribosomal pseudogene 517",Approved,Xq27.3,ENSG00000201594,no,X,q,27.3
RNU6-382P,"RNA, U6 small nuclear 382, pseudogene",Approved,Xq27.3,ENSG00000202051,no,X,q,27.3
RRM2P4,ribonucleotide reductase M2 polypeptide pseudogene 4,Approved,Xq27.3,ENSG00000235598,no,X,q,27.3
SLIRPP1,SLIRP. pseudogene 1,Approved,Xq27.3,ENSG00000227505,no,X,q,27.3
SLITRK2,SLIT and NTRK like family member 2,Approved,Xq27.3,ENSG00000185985,no,X,q,27.3
SLITRK4,SLIT and NTRK like family member 4,Approved,Xq27.3,ENSG00000179542,no,X,q,27.3
SPANXN1,SPANX family member N1,Approved,Xq27.3,ENSG00000203923,no,X,q,27.3
SPANXN2,SPANX family member N2,Approved,Xq27.3,ENSG00000268988,no,X,q,27.3
SPANXN3,SPANX family member N3,Approved,Xq27.3,ENSG00000189252,no,X,q,27.3
SPANXN4,SPANX family member N4,Approved,Xq27.3,ENSG00000189326,no,X,q,27.3
TRMT1P1,TRMT1 pseudogene 1,Approved,Xq27.3,ENSG00000231093,no,X,q,27.3
UBE2NL,ubiquitin conjugating enzyme E2 N like (gene/pseudogene),Approved,Xq27.3,ENSG00000276380,no,X,q,27.3
UFM1P1,UFM1 pseudogene 1,Approved,Xq27.3,ENSG00000270709,no,X,q,27.3
FMR1NB,FMR1 neighbor,Approved,Xq27.3-q28,ENSG00000176988,no,X,q,27.3-q28
ABCD1,ATP binding cassette subfamily D member 1,Approved,Xq28,ENSG00000101986,no,X,q,28
AFF2,ALF transcription elongation factor 2,Approved,Xq28,ENSG00000155966,no,X,q,28
AFF2-IT1,AFF2 intronic transcript 1,Approved,Xq28,ENSG00000223516,no,X,q,28
ARHGAP4,Rho GTPase activating protein 4,Approved,Xq28,ENSG00000089820,no,X,q,28
ATF4P1,activating transcription factor 4 pseudogene 1,Approved,Xq28,ENSG00000213338,no,X,q,28
ATF4P2,activating transcription factor 4 pseudogene 2,Approved,Xq28,ENSG00000273041,no,X,q,28
ATP2B3,ATPase plasma membrane Ca2+ transporting 3,Approved,Xq28,ENSG00000067842,no,X,q,28
ATP6AP1,ATPase H+ transporting accessory protein 1,Approved,Xq28,ENSG00000071553,no,X,q,28
ATP6AP1-DT,ATP6AP1 divergent transcript,Approved,Xq28,ENSG00000197180,no,X,q,28
AVPR2,arginine vasopressin receptor 2,Approved,Xq28,ENSG00000126895,no,X,q,28
BCAP31,B cell receptor associated protein 31,Approved,Xq28,ENSG00000185825,no,X,q,28
BGN,biglycan,Approved,Xq28,ENSG00000182492,no,X,q,28
BRCC3,BRCA1/BRCA2-containing complex subunit 3,Approved,Xq28,ENSG00000185515,no,X,q,28
CCNQ,cyclin Q,Approved,Xq28,ENSG00000262919,no,X,q,28
CD84P1,CD84 pseudogene 1,Approved,Xq28,ENSG00000224978,no,X,q,28
CD99L2,CD99 molecule like 2,Approved,Xq28,ENSG00000102181,no,X,q,28
CETN2,centrin 2,Approved,Xq28,ENSG00000147400,no,X,q,28
CLIC2,chloride intracellular channel 2,Approved,Xq28,ENSG00000155962,no,X,q,28
CMC4,C-X9-C motif containing 4,Approved,Xq28,ENSG00000182712,no,X,q,28
CNGA2,cyclic nucleotide gated channel subunit alpha 2,Approved,Xq28,ENSG00000183862,no,X,q,28
CSAG1,chondrosarcoma associated gene 1,Approved,Xq28,ENSG00000198930,no,X,q,28
CSAG2,CSAG family member 2,Approved,Xq28,ENSG00000268902,no,X,q,28
CSAG3,CSAG family member 3,Approved,Xq28,ENSG00000268916,no,X,q,28
CSAG4,CSAG family member 4 (pseudogene),Approved,Xq28,ENSG00000242599,no,X,q,28
CTAG1A,cancer/testis antigen 1A,Approved,Xq28,ENSG00000268651,no,X,q,28
CTAG1B,cancer/testis antigen 1B,Approved,Xq28,ENSG00000184033,no,X,q,28
CTAG2,cancer/testis antigen 2,Approved,Xq28,ENSG00000126890,no,X,q,28
CYCSP45,CYCS pseudogene 45,Approved,Xq28,ENSG00000184844,no,X,q,28
DKC1,dyskerin pseudouridine synthase 1,Approved,Xq28,ENSG00000130826,no,X,q,28
DNASE1L1,deoxyribonuclease 1 like 1,Approved,Xq28,ENSG00000013563,no,X,q,28
DUSP9,dual specificity phosphatase 9,Approved,Xq28,ENSG00000130829,no,X,q,28
DUTP4,deoxyuridine triphosphatase pseudogene 4,Approved,Xq28,ENSG00000229829,no,X,q,28
ECMXP,"extracellular matrix protein X-linked, pseudogene",Approved,Xq28,ENSG00000224963,no,X,q,28
EEF1A1P31,eukaryotic translation elongation factor 1 alpha 1 pseudogene 31,Approved,Xq28,ENSG00000237859,no,X,q,28
EMD,emerin,Approved,Xq28,ENSG00000102119,no,X,q,28
EOLA1,endothelium and lymphocyte associated ASCH domain 1,Approved,Xq28,ENSG00000197620,no,X,q,28
EOLA1-DT,EOLA1 divergent transcript,Approved,Xq28,ENSG00000241769,no,X,q,28
EOLA2,endothelium and lymphocyte associated ASCH domain 2,Approved,Xq28,ENSG00000197021,no,X,q,28
EOLA2-DT,EOLA2 divergent transcript,Approved,Xq28,ENSG00000235703,no,X,q,28
F8,coagulation factor VIII,Approved,Xq28,ENSG00000185010,no,X,q,28
F8A1,coagulation factor VIII associated 1,Approved,Xq28,ENSG00000288722,no,X,q,28
F8A2,coagulation factor VIII associated 2,Approved,Xq28,ENSG00000288709,no,X,q,28
F8A3,coagulation factor VIII associated 3,Approved,Xq28,ENSG00000277150,no,X,q,28
FAM3A,FAM3 metabolism regulating signaling molecule A,Approved,Xq28,ENSG00000071889,no,X,q,28
FAM50A,family with sequence similarity 50 member A,Approved,Xq28,ENSG00000071859,no,X,q,28
FAM223A,family with sequence similarity 223 member A,Approved,Xq28,ENSG00000279245,no,X,q,28
FAM223B,family with sequence similarity 223 member B,Approved,Xq28,ENSG00000272681,no,X,q,28
FATE1,fetal and adult testis expressed 1,Approved,Xq28,ENSG00000147378,no,X,q,28
FLNA,filamin A,Approved,Xq28,ENSG00000196924,no,X,q,28
FTH1P8,ferritin heavy chain 1 pseudogene 8,Approved,Xq28,ENSG00000219507,no,X,q,28
FUNDC2,FUN14 domain containing 2,Approved,Xq28,ENSG00000165775,no,X,q,28
G6PD,glucose-6-phosphate dehydrogenase,Approved,Xq28,ENSG00000160211,no,X,q,28
GAB3,GRB2 associated binding protein 3,Approved,Xq28,ENSG00000160219,no,X,q,28
GABRA3,gamma-aminobutyric acid type A receptor subunit alpha3,Approved,Xq28,ENSG00000011677,no,X,q,28
GABRE,gamma-aminobutyric acid type A receptor subunit epsilon,Approved,Xq28,ENSG00000102287,no,X,q,28
GABRQ,gamma-aminobutyric acid type A receptor subunit theta,Approved,Xq28,ENSG00000268089,no,X,q,28
GDI1,GDP dissociation inhibitor 1,Approved,Xq28,ENSG00000203879,no,X,q,28
GPR50,G protein-coupled receptor 50,Approved,Xq28,ENSG00000102195,no,X,q,28
GPR50-AS1,GPR50 antisense RNA 1,Approved,Xq28,ENSG00000234696,no,X,q,28
H2AB1,H2A.B variant histone 1,Approved,Xq28,ENSG00000274183,no,X,q,28
H2AB2,H2A.B variant histone 2,Approved,Xq28,ENSG00000277858,no,X,q,28
H2AB3,H2A.B variant histone 3,Approved,Xq28,ENSG00000277745,no,X,q,28
HAUS7,HAUS augmin like complex subunit 7,Approved,Xq28,ENSG00000213397,no,X,q,28
HAX1P1,HAX1 pseudogene 1,Approved,Xq28,ENSG00000233467,no,X,q,28
HCFC1,host cell factor C1,Approved,Xq28,ENSG00000172534,no,X,q,28
HCFC1-AS1,HCFC1 antisense RNA 1,Approved,Xq28,ENSG00000235802,no,X,q,28
HMGB3,high mobility group box 3,Approved,Xq28,ENSG00000029993,no,X,q,28
HMGN1P37,high mobility group nucleosome binding domain 1 pseudogene 37,Approved,Xq28,ENSG00000229237,no,X,q,28
HMGN2P48,high mobility group nucleosomal binding domain 2 pseudogene 48,Approved,Xq28,ENSG00000229979,no,X,q,28
HSFX1,"heat shock transcription factor family, X-linked 1",Approved,Xq28,ENSG00000171116,no,X,q,28
HSFX2,"heat shock transcription factor family, X-linked 2",Approved,Xq28,ENSG00000268738,no,X,q,28
HSFX3,"heat shock transcription factor family, X-linked member 3",Approved,Xq28,ENSG00000283697,no,X,q,28
HSFX4,"heat shock transcription factor family, X-linked member 4",Approved,Xq28,ENSG00000283463,no,X,q,28
IDH3G,isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma,Approved,Xq28,ENSG00000067829,no,X,q,28
IDS,iduronate 2-sulfatase,Approved,Xq28,ENSG00000010404,no,X,q,28
IDSP1,iduronate 2-sulfatase pseudogene 1,Approved,Xq28,ENSG00000176289,no,X,q,28
IKBKG,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma,Approved,Xq28,ENSG00000269335,no,X,q,28
IKBKGP1,inhibitor of nuclear factor kappa B kinase subunit gamma pseudogene 1,Approved,Xq28,ENSG00000275882,no,X,q,28
IRAK1,interleukin 1 receptor associated kinase 1,Approved,Xq28,ENSG00000184216,no,X,q,28
KRT8P8,keratin 8 pseudogene 8,Approved,Xq28,ENSG00000223940,no,X,q,28
KRT18P48,keratin 18 pseudogene 48,Approved,Xq28,ENSG00000217889,no,X,q,28
L1CAM,L1 cell adhesion molecule,Approved,Xq28,ENSG00000198910,no,X,q,28
L1CAM-AS1,L1CAM antisense RNA 1,Approved,Xq28,ENSG00000273769,no,X,q,28
LAGE3,L antigen family member 3,Approved,Xq28,ENSG00000196976,no,X,q,28
LINC00850,long intergenic non-protein coding RNA 850,Approved,Xq28,ENSG00000280752,no,X,q,28
LINC02927,long intergenic non-protein coding RNA 2927,Approved,Xq28,ENSG00000230153,no,X,q,28
MAGEA1,MAGE family member A1,Approved,Xq28,ENSG00000198681,no,X,q,28
MAGEA2,MAGE family member A2,Approved,Xq28,ENSG00000268606,no,X,q,28
MAGEA2B,MAGE family member A2B,Approved,Xq28,ENSG00000183305,no,X,q,28
MAGEA3,MAGE family member A3,Approved,Xq28,ENSG00000221867,no,X,q,28
MAGEA3-DT,MAGEA3 divergent transcript,Approved,Xq28,ENSG00000287394,no,X,q,28
MAGEA4,MAGE family member A4,Approved,Xq28,ENSG00000147381,no,X,q,28
MAGEA4-AS1,MAGEA4 antisense RNA 1,Approved,Xq28,ENSG00000229967,no,X,q,28
MAGEA5P,"MAGE family member A5, pseudogene",Approved,Xq28,ENSG00000242520,no,X,q,28
MAGEA6,MAGE family member A6,Approved,Xq28,ENSG00000197172,no,X,q,28
MAGEA6-DT,MAGEA6 divergent transcript,Approved,Xq28,ENSG00000286051,no,X,q,28
MAGEA7P,"MAGE family member A7, pseudogene",Approved,Xq28,ENSG00000224732,no,X,q,28
MAGEA8,MAGE family member A8,Approved,Xq28,ENSG00000156009,no,X,q,28
MAGEA8-AS1,MAGEA8 antisense RNA 1,Approved,Xq28,ENSG00000230899,no,X,q,28
MAGEA9,MAGE family member A9,Approved,Xq28,ENSG00000123584,no,X,q,28
MAGEA9B,MAGE family member A9B,Approved,Xq28,ENSG00000267978,no,X,q,28
MAGEA10,MAGE family member A10,Approved,Xq28,ENSG00000124260,no,X,q,28
MAGEA11,MAGE family member A11,Approved,Xq28,ENSG00000185247,no,X,q,28
MAGEA12,MAGE family member A12,Approved,Xq28,ENSG00000213401,no,X,q,28
MAMLD1,mastermind like domain containing 1,Approved,Xq28,ENSG00000013619,no,X,q,28
MECP2,methyl-CpG binding protein 2,Approved,Xq28,ENSG00000169057,no,X,q,28
MIR105-1,microRNA 105-1,Approved,Xq28,ENSG00000207957,no,X,q,28
MIR105-2,microRNA 105-2,Approved,Xq28,ENSG00000207818,no,X,q,28
MIR224,microRNA 224,Approved,Xq28,ENSG00000284363,no,X,q,28
MIR452,microRNA 452,Approved,Xq28,ENSG00000283751,no,X,q,28
MIR718,microRNA 718,Approved,Xq28,ENSG00000284286,no,X,q,28
MIR767,microRNA 767,Approved,Xq28,ENSG00000211583,no,X,q,28
MIR1184-1,microRNA 1184-1,Approved,Xq28,ENSG00000221533,no,X,q,28
MIR2114,microRNA 2114,Approved,Xq28,ENSG00000252454,no,X,q,28
MPP1,MAGUK p55 scaffold protein 1,Approved,Xq28,ENSG00000130830,no,X,q,28
MRFAP1P1,MRFAP1 pseudogene 1,Approved,Xq28,ENSG00000260081,no,X,q,28
MTCP1,mature T cell proliferation 1,Approved,Xq28,ENSG00000214827,no,X,q,28
MTM1,myotubularin 1,Approved,Xq28,ENSG00000171100,no,X,q,28
MTMR1,myotubularin related protein 1,Approved,Xq28,ENSG00000063601,no,X,q,28
NAA10,"N-alpha-acetyltransferase 10, NatA catalytic subunit",Approved,Xq28,ENSG00000102030,no,X,q,28
NAB1P1,NAB1 pseudogene 1,Approved,Xq28,ENSG00000228717,no,X,q,28
NSDHL,NAD(P) dependent steroid dehydrogenase-like,Approved,Xq28,ENSG00000147383,no,X,q,28
OPN1LW,"opsin 1, long wave sensitive",Approved,Xq28,ENSG00000102076,no,X,q,28
OPN1MW,"opsin 1, medium wave sensitive",Approved,Xq28,ENSG00000268221,no,X,q,28
OPN1MW2,"opsin 1, medium wave sensitive 2",Approved,Xq28,ENSG00000166160,no,X,q,28
OPN1MW3,"opsin 1, medium wave sensitive 3",Approved,Xq28,ENSG00000269433,no,X,q,28
OR3B1P,olfactory receptor family 3 subfamily B member 1 pseudogene,Approved,Xq28,ENSG00000237619,no,X,q,28
PASD1,PAS domain containing repressor 1,Approved,Xq28,ENSG00000166049,no,X,q,28
PDZD4,PDZ domain containing 4,Approved,Xq28,ENSG00000067840,no,X,q,28
PHF10P1,PHD finger protein 10 pseudogene 1,Approved,Xq28,ENSG00000228986,no,X,q,28
PLXNA3,plexin A3,Approved,Xq28,ENSG00000130827,no,X,q,28
PLXNB3,plexin B3,Approved,Xq28,ENSG00000198753,no,X,q,28
PLXNB3-AS1,PLXNB3 antisense RNA 1,Approved,Xq28,ENSG00000232725,no,X,q,28
PNCK,pregnancy up-regulated nonubiquitous CaM kinase,Approved,Xq28,ENSG00000130822,no,X,q,28
PNMA3,PNMA family member 3,Approved,Xq28,ENSG00000183837,no,X,q,28
PNMA5,PNMA family member 5,Approved,Xq28,ENSG00000198883,no,X,q,28
PNMA6A,PNMA family member 6A,Approved,Xq28,ENSG00000235961,no,X,q,28
PNMA6B,PNMA family member 6B (pseudogene),Approved,Xq28,ENSG00000268883,no,X,q,28
PNMA6E,PNMA family member 6E,Approved,Xq28,ENSG00000214897,no,X,q,28
PNMA6F,PNMA family member 6F,Approved,Xq28,ENSG00000225110,no,X,q,28
PPIAP91,peptidylprolyl isomerase A pseudogene 91,Approved,Xq28,ENSG00000228728,no,X,q,28
PRRG3,proline rich and Gla domain 3,Approved,Xq28,ENSG00000130032,no,X,q,28
PWWP4,PWWP domain containing 4,Approved,Xq28,ENSG00000278803,no,X,q,28
RAB39B,"RAB39B, member RAS oncogene family",Approved,Xq28,ENSG00000155961,no,X,q,28
RENBP,renin binding protein,Approved,Xq28,ENSG00000102032,no,X,q,28
RN7SKP267,RN7SK pseudogene 267,Approved,Xq28,ENSG00000222313,no,X,q,28
RN7SL190P,"RNA, 7SL, cytoplasmic 190, pseudogene",Approved,Xq28,ENSG00000264933,no,X,q,28
RN7SL667P,"RNA, 7SL, cytoplasmic 667, pseudogene",Approved,Xq28,ENSG00000265170,no,X,q,28
RN7SL687P,"RNA, 7SL, cytoplasmic 687, pseudogene",Approved,Xq28,ENSG00000244335,no,X,q,28
RN7SL697P,"RNA, 7SL, cytoplasmic 697, pseudogene",Approved,Xq28,ENSG00000264484,no,X,q,28
RNA5SP524,"RNA, 5S ribosomal pseudogene 524",Approved,Xq28,ENSG00000201285,no,X,q,28
RNA5SP525,"RNA, 5S ribosomal pseudogene 525",Approved,Xq28,ENSG00000212595,no,X,q,28
RNU6-383P,"RNA, U6 small nuclear 383, pseudogene",Approved,Xq28,ENSG00000222796,no,X,q,28
RNU6-764P,"RNA, U6 small nuclear 764, pseudogene",Approved,Xq28,ENSG00000252205,no,X,q,28
RPL7L1P11,ribosomal protein L7 like 1 pseudogene 11,Approved,Xq28,ENSG00000176970,no,X,q,28
RPL10,ribosomal protein L10,Approved,Xq28,ENSG00000147403,no,X,q,28
RPL12P50,ribosomal protein L12 pseudogene 50,Approved,Xq28,ENSG00000270916,no,X,q,28
RPL18AP16,ribosomal protein L18a pseudogene 16,Approved,Xq28,ENSG00000237793,no,X,q,28
RPL19P21,ribosomal protein L19 pseudogene 21,Approved,Xq28,ENSG00000230508,no,X,q,28
RPSAP60,ribosomal protein SA pseudogene 60,Approved,Xq28,ENSG00000228965,no,X,q,28
SLC6A8,solute carrier family 6 member 8,Approved,Xq28,ENSG00000130821,no,X,q,28
SLC10A3,solute carrier family 10 member 3,Approved,Xq28,ENSG00000126903,no,X,q,28
SMIM9,small integral membrane protein 9,Approved,Xq28,ENSG00000203870,no,X,q,28
SNORA36A,"small nucleolar RNA, H/ACA box 36A",Approved,Xq28,ENSG00000206948,no,X,q,28
SNORA56,"small nucleolar RNA, H/ACA box 56",Approved,Xq28,ENSG00000206693,no,X,q,28
SNORA70,"small nucleolar RNA, H/ACA box 70",Approved,Xq28,ENSG00000207165,no,X,q,28
SRD5A2P1,SRD5A2 pseudogene 1,Approved,Xq28,ENSG00000230491,no,X,q,28
SRPK3,SRSF protein kinase 3,Approved,Xq28,ENSG00000184343,no,X,q,28
SSR4,signal sequence receptor subunit 4,Approved,Xq28,ENSG00000180879,no,X,q,28
TAFAZZIN,"tafazzin, phospholipid-lysophospholipid transacylase",Approved,Xq28,ENSG00000102125,no,X,q,28
TEX28,testis expressed 28,Approved,Xq28,ENSG00000278057,no,X,q,28
TEX28P1,TEX28 pseudogene 1,Approved,Xq28,ENSG00000274962,no,X,q,28
TEX28P2,TEX28 pseudogene 2,Approved,Xq28,ENSG00000277008,no,X,q,28
TEX28P3,TEX28 pseudogene 3,Approved,Xq28,ENSG00000277009,no,X,q,28
TKTL1,transketolase like 1,Approved,Xq28,ENSG00000007350,no,X,q,28
TMEM185A,transmembrane protein 185A,Approved,Xq28,ENSG00000269556,no,X,q,28
TMEM185AP1,transmembrane protein 185A pseudogene 1,Approved,Xq28,ENSG00000235254,no,X,q,28
TMEM187,transmembrane protein 187,Approved,Xq28,ENSG00000177854,no,X,q,28
TMLHE,"trimethyllysine hydroxylase, epsilon",Approved,Xq28,ENSG00000185973,no,X,q,28
TMLHE-AS1,TMLHE antisense RNA 1,Approved,Xq28,ENSG00000224533,no,X,q,28
TMLHEP1,TMLHE pseudogene 1,Approved,Xq28,ENSG00000230578,no,X,q,28
TREX2,three prime repair exonuclease 2,Approved,Xq28,ENSG00000183479,no,X,q,28
TWF1P2,twinfilin 1 pseudogene 2,Approved,Xq28,ENSG00000225008,no,X,q,28
UBL4A,ubiquitin like 4A,Approved,Xq28,ENSG00000102178,no,X,q,28
VBP1,VHL binding protein 1,Approved,Xq28,ENSG00000155959,no,X,q,28
VMA21,vacuolar ATPase assembly factor VMA21,Approved,Xq28,ENSG00000160131,no,X,q,28
XRCC6P2,X-ray repair cross complementing 6 pseudogene 2,Approved,Xq28,ENSG00000234825,no,X,q,28
ZFP92,ZFP92 zinc finger protein,Approved,Xq28,ENSG00000189420,no,X,q,28
ZNF185,zinc finger protein 185 with LIM domain,Approved,Xq28,ENSG00000147394,no,X,q,28
ZNF275,zinc finger protein 275,Approved,Xq28,ENSG00000063587,no,X,q,28
ZNF622P1,ZNF622 pseudogene 1,Approved,Xq28,ENSG00000233688,no,X,q,28
AMD1P2,adenosylmethionine decarboxylase 1 pseudogene 2,Approved,Xq28 and Yq12,ENSG00000237801,no,X,q,28 and Yq12
DDX11L16,DEAD/H-box helicase 11 like 16 (pseudogene),Approved,Xq28 and Yq12,ENSG00000227159,no,X,q,28 and Yq12
DPH3P2,diphthamide biosynthesis 3 pseudogene 2,Approved,Xq28 and Yq12,ENSG00000237040,no,X,q,28 and Yq12
ELOCP24,elongin C pseudogene 24,Approved,Xq28 and Yq12,ENSG00000228410,no,X,q,28 and Yq12
IL9R,interleukin 9 receptor,Approved,Xq28 and Yq12,ENSG00000124334,no,X,q,28 and Yq12
SPRY3,sprouty RTK signaling antagonist 3,Approved,Xq28 and Yq12,ENSG00000168939,no,X,q,28 and Yq12
TRPC6P1,TRPC6 pseudogene 1,Approved,Xq28 and Yq12,ENSG00000223484,no,X,q,28 and Yq12
VAMP7,vesicle associated membrane protein 7,Approved,Xq28 and Yq12,ENSG00000124333,no,X,q,28 and Yq12
WASH6P,"WASP family homolog 6, pseudogene",Approved,Xq28 and Yq12,ENSG00000182484,no,X,q,28 and Yq12
WASIR1,WASH and IL9R antisense RNA 1,Approved,Xq28 and Yq12,ENSG00000185203,no,X,q,28 and Yq12
AGPAT5P1,1-acylglycerol-3-phosphate O-acyltransferase 5 pseudogene 1,Approved,Yp11.2,ENSG00000234652,no,Y,p,11.2
AMELY,amelogenin Y-linked,Approved,Yp11.2,ENSG00000099721,no,Y,p,11.2
ATP5PFP1,ATP synthase peripheral stalk subunit F6 pseudogene 1,Approved,Yp11.2,ENSG00000237701,no,Y,p,11.2
BPY2DP,"basic charge Y-linked 2D, pseudogene",Approved,Yp11.2,ENSG00000229745,no,Y,p,11.2
CDC27P2,cell division cycle 27 pseudogene 2,Approved,Yp11.2,ENSG00000237447,no,Y,p,11.2
CDY3P,chromodomain Y-linked 3 pseudogene,Approved,Yp11.2,ENSG00000232235,no,Y,p,11.2
DLGAP5P1,DLGAP5 pseudogene 1,Approved,Yp11.2,ENSG00000237195,no,Y,p,11.2
DUX4L31,double homeobox 4 like 31 (pseudogene),Approved,Yp11.2,ENSG00000231411,no,Y,p,11.2
EEF1A1P41,eukaryotic translation elongation factor 1 alpha 1 pseudogene 41,Approved,Yp11.2,ENSG00000223600,no,Y,p,11.2
EIF4A1P2,eukaryotic translation initiation factor 4A1 pseudogene 2,Approved,Yp11.2,ENSG00000235001,no,Y,p,11.2
ELOCP4,elongin C pseudogene 4,Approved,Yp11.2,ENSG00000232924,no,Y,p,11.2
FAM197Y1,family with sequence similarity 197 Y-linked member 1,Approved,Yp11.2,ENSG00000224336,no,Y,p,11.2
FAM197Y2,family with sequence similarity 197 Y-linked member 2,Approved,Yp11.2,ENSG00000234803,no,Y,p,11.2
FAM197Y3,family with sequence similarity 197 Y-linked member 3,Approved,Yp11.2,ENSG00000230066,no,Y,p,11.2
FAM197Y4,family with sequence similarity 197 Y-linked member 4,Approved,Yp11.2,ENSG00000274196,no,Y,p,11.2
FAM197Y5,family with sequence similarity 197 Y-linked member 5,Approved,Yp11.2,ENSG00000225516,no,Y,p,11.2
FAM197Y6,family with sequence similarity 197 Y-linked member 6,Approved,Yp11.2,ENSG00000237802,no,Y,p,11.2
FAM197Y7,family with sequence similarity 197 Y-linked member 7,Approved,Yp11.2,ENSG00000228383,no,Y,p,11.2
FAM197Y8,family with sequence similarity 197 Y-linked member 8,Approved,Yp11.2,ENSG00000225560,no,Y,p,11.2
FAM197Y9,family with sequence similarity 197 Y-linked member 9,Approved,Yp11.2,ENSG00000234830,no,Y,p,11.2
GOT2P5,GOT2 pseudogene 5,Approved,Yp11.2,ENSG00000233634,no,Y,p,11.2
GPR143P,G protein-coupled receptor 143 pseudogene,Approved,Yp11.2,ENSG00000232583,no,Y,p,11.2
HSFY3P,"heat shock transcription factor Y-linked 3, pseudogene",Approved,Yp11.2,ENSG00000227289,no,Y,p,11.2
KRT18P10,keratin 18 pseudogene 10,Approved,Yp11.2,ENSG00000214207,no,Y,p,11.2
LINC00280,long intergenic non-protein coding RNA 280,Approved,Yp11.2,ENSG00000229643,no,Y,p,11.2
MTCYBP1,MT-CYB pseudogene 1,Approved,Yp11.2,ENSG00000234179,no,Y,p,11.2
MTND1P1,MT-ND1 pseudogene 1,Approved,Yp11.2,ENSG00000226529,no,Y,p,11.2
MTND2P3,MT-ND2 pseudogene 3,Approved,Yp11.2,ENSG00000234850,no,Y,p,11.2
MTND6P1,MT-ND6 pseudogene 1,Approved,Yp11.2,ENSG00000223955,no,Y,p,11.2
NAP1L1P2,nucleosome assembly protein 1 like 1 pseudogene 2,Approved,Yp11.2,ENSG00000229163,no,Y,p,11.2
OFD1P3Y,OFD1 pseudogene 3 Y-linked,Approved,Yp11.2,ENSG00000231988,no,Y,p,11.2
PCDH11Y,protocadherin 11 Y-linked,Approved,Yp11.2,ENSG00000099715,no,Y,p,11.2
PCMTD1P1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 1,Approved,Yp11.2,ENSG00000226061,no,Y,p,11.2
PRKY,protein kinase Y-linked (pseudogene),Approved,Yp11.2,ENSG00000099725,no,Y,p,11.2
PRRC2CP1,proline rich coiled-coil 2C pseudogene 1,Approved,Yp11.2,ENSG00000216777,no,Y,p,11.2
RBMY1A3P,"RNA binding motif protein Y-linked family 1 member A3, pseudogene",Approved,Yp11.2,ENSG00000197038,no,Y,p,11.2
RBMY2GP,"RNA binding motif protein Y-linked family 2 member G, pseudogene",Approved,Yp11.2,ENSG00000223744,no,Y,p,11.2
RBMY2HP,"RNA binding motif protein Y-linked family 2 member H, pseudogene",Approved,Yp11.2,ENSG00000238073,no,Y,p,11.2
RBMY2JP,"RNA binding motif protein Y-linked family 2 member J, pseudogene",Approved,Yp11.2,ENSG00000227204,no,Y,p,11.2
RBMY2KP,"RNA binding motif protein Y-linked family 2 member K, pseudogene",Approved,Yp11.2,ENSG00000225809,no,Y,p,11.2
RBMY2NP,"RNA binding motif protein Y-linked family 2 member N, pseudogene",Approved,Yp11.2,ENSG00000229208,no,Y,p,11.2
RBMY2OP,"RNA binding motif protein Y-linked family 2 member O, pseudogene",Approved,Yp11.2,ENSG00000234950,no,Y,p,11.2
RBMY2QP,"RNA binding motif protein Y-linked family 2 member Q, pseudogene",Approved,Yp11.2,ENSG00000236718,no,Y,p,11.2
RBMY3AP,"RNA binding motif protein Y-linked family 3 member A, pseudogene",Approved,Yp11.2,ENSG00000231436,no,Y,p,11.2
RFTN1P1,"raftlin, lipid raft linker 1 pseudogene 1",Approved,Yp11.2,ENSG00000234795,no,Y,p,11.2
RN7SKP282,RN7SK pseudogene 282,Approved,Yp11.2,ENSG00000252633,no,Y,p,11.2
RNA5-8SP6,"RNA, 5.8S ribosomal pseudogene 6",Approved,Yp11.2,ENSG00000251705,no,Y,p,11.2
RNA5SP518,"RNA, 5S ribosomal pseudogene 518",Approved,Yp11.2,ENSG00000251766,no,Y,p,11.2
